bg,bg+1:00
19.1,22.6
20.9,21.8
21.9,20.1
22.9,17.4
22.6,14.7
21.8,13.4
20.1,13.2
17.4,11.4
14.7,9.6
13.4,8.3
13.2,7.4
11.4,6.8
9.6,6.1
8.3,5.0
7.4,5.2
6.8,8.1
6.1,10.4
5.0,10.2
5.2,9.7
8.1,9.4
10.4,9.2
10.2,10.1
9.7,10.9
9.4,9.9
9.2,8.4
10.1,7.3
10.9,6.7
9.9,6.1
8.4,4.3
7.3,3.9
6.7,5.4
6.1,6.0
4.3,4.8
3.9,5.0
5.4,5.3
6.0,6.2
4.8,7.4
6.2,4.1
7.4,3.6
6.3,3.3
5.2,3.1
4.1,3.2
3.6,3.7
3.3,4.2
3.1,4.4
3.2,4.6
3.7,5.3
4.2,4.8
4.4,4.5
4.6,4.4
5.3,4.2
4.8,4.5
4.5,5.2
4.4,6.3
4.2,7.7
4.5,8.2
5.2,6.6
6.3,5.4
7.7,5.6
8.2,5.3
6.6,5.4
5.4,5.9
5.6,6.3
5.3,6.6
5.4,6.9
5.9,6.9
6.3,6.9
6.6,7.4
6.9,7.9
6.9,8.4
6.9,8.7
7.4,8.9
7.9,8.8
8.4,8.8
8.766666666666666,8.1
8.866666666666667,6.2
8.8,4.8
8.625,4.1
8.1,3.6
6.2,3.9
4.8,4.7
4.1,5.4
3.6,6.9
3.9,7.3
4.7,7.2
5.4,7.6
6.9,7.9
7.3,7.4
7.2,7.2
7.6,7.6
7.9,9.1
7.4,10.3
7.2,11.8
7.6,12.6
9.1,13.3
10.3,11.8
11.8,10.2
12.6,8.9
13.3,8.1
11.8,7.7
10.2,6.1
8.9,4.6
8.1,4.7
7.7,5.3
6.1,5.2
4.6,6.5
4.7,8.3
5.3,8.2
5.2,6.6
6.5,5.3
8.3,5.3
8.2,5.3
6.6,5.5
5.3,5.2
5.3,5.1
5.3,5.4
5.5,5.6
5.2,5.1
5.1,4.8
5.4,5.0
5.6,5.2
5.1,5.2
4.8,5.1
5.0,4.9
5.2,5.1
5.2,5.3
5.1,5.2
4.9,5.3
5.1,5.3
5.3,5.4
5.2,6.1
5.3,7.0
5.3,7.4
5.4,7.1
6.1,6.7
7.0,6.6
7.4,6.7
7.1,6.8
6.7,6.8
6.6,6.7
6.7,6.4
6.8,6.1
6.8,5.7
6.7,5.8
6.4,6.3
6.1,6.8
5.7,6.7
5.8,6.3
6.3,6.3
6.8,6.2
6.7,6.1
6.3,5.8
6.3,6.1
6.2,6.7
6.1,6.4
5.8,5.8
6.1,5.6
6.7,5.1
6.4,4.8
5.8,4.4
5.6,4.6
5.0,5.6
4.666666666666667,6.9
4.466666666666667,7.2
4.85,6.5
5.6,6.2
6.9,6.6
7.2,7.4
6.5,8.1
6.2,8.9
6.6,9.8
7.4,11.2
8.1,12.3
8.9,13.2
11.2,13.3
12.3,13.6
13.2,13.8
13.25,14.1
13.3,14.2
13.6,13.1
13.8,11.9
14.1,10.2
14.2,9.5
13.1,8.9
11.9,6.7
10.2,5.7
9.5,4.7
8.9,4.0
6.7,4.8
5.7,5.8
4.7,6.2
4.0,6.2
4.8,6.2
5.8,6.8
6.2,6.9
6.2,6.9
6.2,6.7
6.8,6.8
6.9,6.7
6.9,6.0
6.7,5.5
6.8,4.8
6.7,4.4
6.0,4.8
5.5,6.7
4.8,7.3
4.4,7.6
4.8,8.5
6.7,9.2
7.3,9.3
7.6,10.2
8.5,11.2
9.2,12.1
9.3,13.4
10.2,14.0
11.2,14.4
12.1,14.3
13.4,13.7
14.0,13.6
14.4,13.7
14.3,14.2
13.7,14.4
13.6,14.4
13.7,14.2
14.2,13.8
14.4,13.3
14.4,12.7
14.2,12.8
13.8,12.5
13.3,13.1
12.7,13.5
12.8,13.6
12.5,13.8
13.1,14.0
13.5,14.1
13.6,14.3
13.8,13.9
14.0,13.8
14.1,13.3
14.3,13.1
13.9,12.0
13.8,11.3
13.3,10.7
13.1,9.7
12.0,9.5
11.3,9.1
10.7,8.6
9.633333333333333,8.2
9.366666666666667,7.9
8.933333333333334,7.2
8.5,6.9
8.2,7.8
7.9,7.7
7.2,7.1
6.9,6.2
7.8,5.3
7.7,5.3
7.1,5.3
6.2,5.1
5.3,4.3
5.3,4.4
5.3,5.7
5.1,6.7
4.3,8.0
4.4,8.1
5.7,6.3
6.7,6.2
8.0,7.1
8.1,7.4
6.3,8.0
6.2,9.6
7.1,11.2
8.0,13.4
9.6,12.4
11.2,9.2
12.3,6.1
13.4,4.1
12.4,3.6
9.2,3.7
6.1,3.5
4.1,4.1
3.6,4.1
3.7,3.2
3.5,3.0
4.1,4.3
4.1,6.1
3.2,7.1
3.0,6.5
4.3,6.7
6.1,8.4
7.1,9.9
6.5,10.9
6.7,12.5
8.4,12.5
9.9,10.6
10.9,9.1
12.5,8.6
12.5,9.4
10.6,10.1
9.1,10.2
8.6,9.8
9.4,9.1
10.1,8.0
10.2,7.5
9.8,7.3
9.1,8.1
8.0,8.8
7.5,9.4
7.3,8.9
8.1,8.2
8.8,7.8
9.4,8.1
8.9,7.7
8.2,6.7
7.8,5.8
8.1,5.6
7.7,5.3
6.7,5.1
5.8,4.6
5.6,5.3
5.3,6.9
5.1,7.2
4.6,6.6
5.3,6.1
6.9,5.9
7.2,5.9
6.6,5.7
6.1,5.7
5.9,5.8
5.9,5.4
5.7,5.4
5.7,5.9
5.8,6.3
5.4,6.5
5.566666666666667,6.4
6.033333333333333,6.1
6.35,5.8
6.5,5.9
6.4,6.4
6.1,7.1
5.8,6.9
5.9,6.7
6.4,6.8
7.1,7.1
6.9,6.9
6.7,6.9
6.8,7.1
7.1,7.1
6.9,6.8
6.9,7.5
7.1,8.7
7.1,8.7
6.8,8.5
7.5,7.6
8.7,6.8
8.7,6.3
8.5,6.4
7.6,7.3
6.8,9.5
6.3,11.1
6.4,12.1
7.3,13.5
9.5,13.8
11.1,13.0
12.76,11.8
12.52,10.3
12.280000000000001,8.1
12.040000000000001,6.6
11.8,5.7
10.3,5.2
8.1,4.7
6.6,4.4
5.7,5.2
5.2,6.1
4.7,7.4
4.4,7.9
5.2,7.0
6.1,5.5
7.4,4.9
7.9,6.7
7.0,8.9
5.5,9.3
4.9,9.4
6.7,9.6
8.9,9.7
9.3,10.9
9.4,12.6
9.6,13.4
9.7,14.2
10.9,15.6
12.6,17.2
13.4,16.9
14.2,17.0
15.6,18.7
17.2,20.4
16.9,21.3
17.0,21.6
18.7,21.3
20.4,20.7
21.3,20.6
21.6,20.7
21.3,21.5
20.7,22.3
20.6,22.1
20.7,20.7
21.5,19.0
22.3,19.3
22.1,18.9
20.7,17.3
19.0,16.4
19.3,15.3
18.9,14.2
17.3,14.1
16.4,13.5
15.3,12.7
14.2,11.7
14.1,11.4
13.5,11.8
12.7,11.6
11.6,11.8
11.533333333333333,11.9
11.733333333333334,11.6
11.65,11.3
11.8,11.2
11.9,10.8
11.6,10.5
11.3,10.3
11.2,10.1
10.8,9.9
10.5,9.9
10.3,10.1
10.1,9.9
9.9,10.8
9.9,11.4
10.1,11.3
9.9,11.1
10.8,11.4
11.4,11.9
11.3,11.9
11.1,11.7
11.4,11.2
11.9,11.1
11.9,13.1
11.7,15.4
11.2,14.2
11.1,11.1
13.1,8.3
15.4,5.7
5.7,6.6
5.925,5.8
6.15,5.6
6.375,6.2
6.6,6.7
5.8,8.2
5.6,9.2
6.2,9.3
6.7,9.6
8.2,10.0
9.2,9.7
9.3,9.3
9.6,8.7
10.0,9.7
9.7,13.5
9.3,15.8
8.7,14.3
9.7,11.4
13.5,10.1
15.8,10.3
14.3,10.4
11.4,8.5
10.1,6.4
10.3,6.4
10.4,8.1
8.5,9.0
6.4,10.2
6.4,10.0
8.1,8.8
9.0,8.8
10.2,10.7
10.0,12.2
8.8,12.4
8.8,11.5
10.7,11.0
5.4559999999999995,7.9
4.664,7.7
5.1,5.5
5.4,5.4
5.2,5.6
5.1,5.6
4.9,5.3
4.8,5.3
4.8,5.6
4.9,5.7
4.8,5.7
5.3,5.7
5.7,5.6
5.5,5.9
5.5,5.8
5.4,5.9
5.6,5.9
5.6,5.9
5.3,5.9
5.3,5.8
5.6,5.6
5.7,5.6
5.7,5.6
5.7,5.5
5.6,5.5
5.9,5.6
5.8,5.6
5.9,5.5
5.9,5.4
5.9,5.2
5.9,4.9
5.8,4.9
5.6,4.9
5.6,5.0
5.6,5.2
5.5,5.4
5.5,5.9
5.6,6.4
5.6,6.8
5.5,7.1
5.4,7.3
5.2,7.4
4.9,7.3
4.9,7.2
4.9,7.1
5.0,7.0
5.2,6.9
5.4,6.7
5.9,6.4
6.4,6.3
6.8,6.0
7.1,5.7
7.3,5.3
7.4,5.1
7.3,4.7
7.2,4.6
7.1,4.3
7.0,4.2
6.9,4.1
6.7,4.1
6.4,4.0
6.3,4.1
6.0,4.0
5.7,3.9
5.3,3.8
5.1,3.8
4.7,3.8
4.6,3.8
4.3,3.8
4.2,3.8
4.1,3.8
4.1,3.8
4.0,3.8
4.1,3.9
4.0,3.9
3.9,4.1
3.8,4.1
3.8,4.1
3.8,4.1
3.8,4.1
3.8,4.1
3.8,4.1
3.8,4.3
3.8,4.6
3.8,5.1
3.9,5.7
3.9,6.2
4.1,6.9
4.1,7.4
4.1,7.8
4.1,7.8
4.1,7.8
4.1,7.8
4.1,7.9
4.3,8.1
4.6,8.5
5.1,8.9
5.7,9.1
6.2,9.2
6.9,9.3
7.4,9.4
7.8,9.4
7.8,9.4
7.8,9.3
7.8,9.3
7.9,9.2
8.1,9.0
8.5,8.9
8.9,8.7
9.1,8.5
9.2,8.2
9.3,8.2
9.4,7.8
9.4,6.8
9.4,5.9
9.3,5.5
9.3,5.3
9.2,5.3
9.0,5.7
8.9,5.8
8.7,5.9
8.5,5.9
8.2,6.0
8.2,6.2
7.8,6.3
6.8,6.9
5.9,7.8
5.5,7.4
5.3,7.3
5.3,7.3
5.7,7.5
5.8,7.7
5.9,7.8
5.9,7.7
6.0,7.7
6.2,7.4
6.3,7.4
6.9,7.5
7.8,7.4
7.4,7.4
7.3,7.2
7.3,6.7
7.5,6.4
7.7,6.4
7.8,6.5
7.7,6.3
7.7,5.7
7.4,4.9
7.4,4.6
7.5,4.4
7.4,4.3
7.4,3.9
7.2,3.9
6.7,4.2
6.4,4.4
6.4,4.6
6.5,4.9
6.3,5.1
5.7,5.2
4.9,5.2
4.6,5.3
4.4,5.3
4.3,5.5
3.9,5.9
3.9,5.9
4.2,6.0
4.4,5.9
4.6,5.7
4.9,5.8
5.1,5.9
5.2,6.0
5.2,5.8
5.3,5.6
5.3,5.6
5.5,5.7
5.9,5.9
5.9,6.0
6.0,6.3
5.9,6.5
5.7,6.6
5.8,6.8
5.9,6.9
6.0,7.0
5.8,6.9
5.6,6.8
5.6,6.8
5.7,6.8
5.9,6.8
6.0,6.7
6.3,6.5
6.5,6.5
6.6,6.5
6.8,6.7
6.9,6.6
7.0,6.7
6.9,6.8
6.8,6.9
6.8,7.0
6.8,7.0
6.8,7.0
6.7,6.9
6.5,7.2
6.5,7.0
6.5,6.9
6.7,6.6
6.6,6.6
6.7,6.5
6.8,6.4
6.9,6.5
7.0,6.1
7.0,5.7
7.0,5.6
6.9,5.8
7.2,5.8
7.0,5.7
6.9,5.7
6.6,5.6
6.6,5.6
6.5,5.9
6.4,6.0
6.5,6.1
6.1,5.8
5.7,5.4
5.6,5.4
5.8,5.4
5.8,5.4
5.7,5.4
5.7,5.3
5.6,5.2
5.6,5.0
5.9,4.9
6.0,4.8
6.1,4.9
5.8,4.8
5.4,4.9
5.4,4.8
5.4,4.9
5.4,5.0
5.4,5.2
5.3,5.1
5.2,5.0
5.0,4.9
4.9,4.9
4.8,4.9
4.9,4.8
4.8,4.8
4.9,4.9
4.8,4.9
4.9,5.2
5.0,5.3
5.2,5.3
5.1,5.3
5.0,5.3
4.9,5.4
4.9,5.5
4.9,5.1
4.8,4.8
4.8,4.9
4.9,5.3
4.9,5.8
5.2,6.0
5.3,6.0
5.3,5.9
5.3,5.9
5.3,5.9
5.4,5.8
5.5,5.8
5.1,5.4
4.8,5.0
4.9,5.0
5.3,5.4
5.8,5.4
6.0,5.3
6.0,5.5
5.9,5.7
5.9,5.8
5.9,5.8
5.8,5.9
5.8,5.9
5.4,5.6
5.0,5.6
5.0,5.6
5.4,5.5
5.4,5.8
5.3,5.7
5.5,5.6
5.7,5.5
5.8,5.4
5.8,5.4
5.9,5.6
5.9,5.3
5.6,5.2
5.6,5.1
5.6,5.1
5.5,5.3
5.8,5.4
5.7,5.4
5.6,5.5
5.5,5.4
5.4,5.2
5.4,5.3
5.6,5.3
5.3,5.4
5.2,5.3
5.1,5.3
5.1,5.3
5.3,5.4
5.4,5.4
5.4,5.3
5.5,5.4
5.4,5.6
5.2,5.8
5.3,5.7
5.3,5.7
5.4,5.3
5.3,5.3
5.3,5.6
5.3,5.6
5.4,5.6
5.4,5.7
5.3,5.9
5.4,6.5
5.6,7.2
5.8,7.9
5.7,8.3
5.7,8.7
5.3,8.9
5.3,9.0
5.6,9.0
5.6,9.0
5.6,8.9
5.7,8.6
5.9,8.4
6.5,8.1
7.2,7.7
7.9,7.5
8.3,7.3
8.7,7.2
8.9,6.9
9.0,6.7
9.0,6.4
9.0,6.2
8.9,6.0
8.6,5.8
8.4,5.8
8.1,5.8
7.7,5.8
7.5,5.9
7.3,5.8
7.2,5.7
6.9,5.4
6.7,5.1
6.4,4.9
6.2,4.8
6.0,4.8
5.8,4.8
5.8,4.9
5.8,4.9
5.8,4.9
5.9,4.8
5.8,4.7
5.7,4.6
5.4,4.6
5.1,4.4
4.9,4.3
4.8,4.2
4.8,4.1
4.8,3.9
4.9,3.9
4.9,4.3
4.9,4.9
4.8,5.8
4.7,6.8
4.6,7.5
4.6,8.0
4.4,8.3
4.3,8.7
4.2,8.7
4.1,8.7
3.9,8.4
3.9,8.3
4.3,8.1
4.9,7.7
5.8,7.4
6.8,7.0
7.5,6.8
8.0,6.7
8.3,6.8
8.7,6.9
8.7,7.0
8.7,7.2
8.4,7.4
8.3,7.5
8.1,7.8
7.7,8.0
7.4,8.2
7.0,8.2
6.8,8.3
6.7,8.3
6.8,8.4
6.9,8.7
7.0,8.7
7.2,8.8
7.4,8.9
7.5,8.2
7.8,8.4
8.0,8.2
8.2,7.8
8.2,7.5
8.3,7.1
8.3,6.8
8.4,6.3
8.7,5.8
8.7,5.4
8.8,5.1
8.9,4.9
8.2,4.8
8.4,4.7
8.2,4.5
7.8,4.3
7.5,4.1
7.1,4.0
6.8,3.9
6.3,3.8
5.8,3.7
5.4,3.6
5.1,3.9
4.9,4.3
4.8,4.7
4.7,5.1
4.5,5.4
4.3,6.0
4.1,5.9
4.0,6.4
3.9,6.3
3.8,5.8
3.7,5.1
3.6,4.8
3.9,4.6
4.3,4.3
4.7,4.3
5.1,4.7
5.4,4.8
6.0,4.9
5.9,5.1
6.4,5.2
6.3,5.3
5.8,5.6
5.1,5.9
4.8,6.1
4.6,6.2
4.3,6.4
4.3,6.2
4.7,6.2
4.8,6.3
4.9,6.5
5.1,6.8
5.2,7.0
5.3,7.3
5.6,7.4
5.9,7.6
6.1,7.7
6.2,7.7
6.4,7.7
6.2,7.5
6.2,7.3
6.3,7.0
6.5,6.8
6.8,6.6
7.0,6.4
7.3,6.2
7.4,5.9
7.6,5.7
7.7,5.4
7.7,5.3
7.7,5.2
7.5,5.1
7.3,5.1
7.0,5.2
6.8,5.1
6.6,5.2
6.4,5.2
6.2,5.2
5.9,5.3
5.7,5.3
5.4,5.5
5.3,5.7
5.2,5.9
5.1,6.0
5.1,6.1
5.2,6.1
5.1,6.2
5.2,6.1
5.2,6.0
5.2,6.0
5.3,5.9
5.3,5.8
5.5,5.7
5.7,5.6
5.9,5.5
6.0,5.4
6.1,5.4
6.1,5.5
6.2,5.2
6.1,5.3
6.0,5.2
6.0,5.4
5.9,5.4
5.8,5.3
5.7,5.1
5.6,4.8
5.5,4.8
5.4,4.8
5.4,4.8
5.5,4.9
5.2,4.9
5.3,4.9
5.2,4.9
5.4,5.0
5.4,5.0
5.3,4.9
5.1,4.8
4.8,5.0
4.8,5.1
4.8,5.3
4.8,5.4
4.9,5.4
4.9,5.5
4.9,5.6
4.9,5.8
5.0,5.8
5.0,5.9
4.9,6.0
4.8,6.0
5.0,6.1
5.1,6.1
5.3,6.1
5.4,6.0
5.4,5.9
5.5,6.0
5.6,6.1
5.8,6.5
5.8,6.7
5.9,6.8
6.0,6.8
6.0,6.7
6.1,6.1
6.1,5.8
6.1,5.7
6.0,6.3
5.9,6.5
6.0,6.5
6.1,6.2
6.5,6.2
6.7,6.1
6.8,6.1
6.8,6.1
6.7,6.0
6.1,5.9
5.8,5.9
5.7,5.9
6.3,5.9
6.5,5.9
6.5,5.9
6.2,5.8
6.2,5.7
6.1,5.7
6.1,5.4
6.1,5.3
6.0,5.9
5.9,5.5
5.9,5.3
5.9,5.4
5.9,5.7
5.9,5.5
5.9,5.5
5.8,5.5
5.7,5.6
5.7,5.6
5.4,5.7
5.3,6.0
5.9,5.6
5.5,5.6
5.3,5.8
5.4,5.7
5.7,5.7
5.5,5.8
5.5,5.7
5.5,5.7
5.6,5.9
5.6,5.9
5.7,5.9
6.0,5.5
5.6,5.4
5.6,5.4
5.8,5.4
5.7,5.3
5.7,5.3
5.8,5.3
5.7,5.3
5.7,5.3
5.9,5.3
5.9,5.3
5.9,5.2
5.5,5.2
5.4,5.2
5.4,5.3
5.4,5.6
5.3,5.8
5.3,6.1
5.3,6.4
5.3,6.8
5.3,7.0
5.3,7.3
5.3,7.3
5.2,7.2
5.2,6.9
5.2,6.8
5.3,6.7
5.6,6.4
5.8,6.2
6.1,5.9
6.4,5.6
6.8,5.4
7.0,5.2
7.3,5.1
7.3,5.1
7.2,5.2
6.9,5.4
6.8,5.8
6.7,6.1
6.4,6.2
6.2,6.1
5.9,6.1
5.6,6.1
5.4,5.9
5.2,5.8
5.1,5.7
5.1,5.5
5.2,5.3
5.4,5.2
5.8,5.1
6.1,4.9
6.2,4.8
6.1,4.8
6.1,4.8
6.1,4.8
5.9,4.8
5.8,4.9
5.7,4.9
5.5,5.0
5.3,5.0
5.2,5.1
5.1,5.1
4.9,5.2
4.8,5.6
4.8,6.3
4.8,7.2
4.8,8.4
4.8,9.6
4.9,10.5
4.9,10.9
5.0,11.2
5.0,11.1
5.1,11.0
5.1,10.9
5.2,10.9
5.6,10.9
6.3,10.8
7.2,10.9
8.4,11.2
9.6,11.3
10.5,11.0
10.9,10.9
11.2,11.0
11.1,10.9
11.0,10.9
10.9,10.8
10.9,10.7
10.9,10.5
10.8,10.3
10.9,10.0
11.2,9.7
11.3,9.4
11.0,9.0
10.9,8.7
11.0,8.5
10.9,8.4
10.9,8.3
10.8,8.1
10.7,7.9
10.5,7.7
10.3,7.6
10.0,7.5
9.7,7.3
9.4,7.3
9.0,7.1
8.7,7.0
8.5,6.8
8.4,6.4
8.3,6.1
8.1,5.8
7.9,5.7
7.7,5.6
7.6,5.6
7.5,5.6
7.3,5.6
7.3,5.4
7.1,5.2
7.0,5.2
6.8,5.1
6.4,5.1
6.1,5.1
5.8,4.9
5.7,4.8
5.6,4.7
5.6,4.4
5.6,4.2
5.6,3.9
5.4,3.9
5.2,4.2
5.2,4.6
5.1,4.8
5.1,4.9
5.1,4.2
4.9,4.1
4.8,4.1
4.7,4.3
4.4,4.9
4.2,5.1
3.9,5.3
3.9,5.5
4.2,5.6
4.6,5.6
4.8,5.5
4.9,5.3
4.2,5.2
4.1,5.1
4.1,5.1
4.3,4.9
4.9,5.0
5.1,5.1
5.3,5.1
5.5,5.3
5.6,5.4
5.6,5.4
5.5,5.4
5.3,5.7
5.2,6.2
5.1,6.6
5.1,7.0
4.9,7.2
5.0,7.5
5.1,7.5
5.1,7.6
5.3,7.7
5.4,7.9
5.4,8.1
5.4,8.2
5.7,8.2
6.2,8.2
6.6,8.3
7.0,8.5
7.2,8.4
7.5,8.3
7.5,8.2
7.6,8.0
7.7,7.9
7.9,7.9
8.1,7.9
8.2,7.9
8.2,7.9
8.2,7.9
8.3,7.9
8.5,7.9
8.4,7.9
8.3,7.9
8.2,7.9
8.0,7.7
7.9,7.5
7.9,7.2
7.9,6.7
7.9,6.3
7.9,5.9
7.9,5.6
7.9,4.9
7.9,4.6
7.9,4.2
7.9,3.8
7.9,3.6
7.7,3.5
7.5,3.6
7.2,3.8
6.7,4.4
6.3,4.3
5.9,4.9
5.6,5.6
4.9,6.0
4.6,6.3
4.2,6.5
3.8,6.3
3.6,6.3
3.5,6.1
3.6,5.9
3.8,5.7
4.4,5.4
4.3,5.4
4.9,5.3
5.6,5.2
6.0,5.3
6.3,5.3
6.5,5.7
6.3,5.8
6.3,5.7
6.1,5.3
5.9,5.3
5.7,5.5
5.4,5.6
5.4,5.6
5.3,5.6
5.2,5.8
5.3,5.7
5.3,5.8
5.7,5.4
5.8,4.4
5.7,4.4
5.3,4.7
5.3,4.9
5.5,5.1
5.6,5.2
5.6,5.2
5.6,5.0
5.8,4.7
5.7,4.6
5.8,4.6
5.4,4.6
4.4,4.7
4.4,5.5
4.7,5.8
4.9,5.5
5.1,5.6
5.2,5.6
5.2,5.5
5.0,5.6
4.7,5.7
4.6,5.7
4.6,5.8
4.6,5.9
4.7,5.4
5.5,5.4
5.8,6.2
5.5,6.1
5.6,6.1
5.6,6.2
5.5,6.1
5.6,6.2
5.7,6.6
5.7,6.2
5.8,6.2
5.9,6.2
5.4,6.2
5.4,6.2
6.2,5.9
6.1,5.6
6.1,5.7
6.2,5.7
6.1,5.7
6.2,6.0
6.6,6.2
6.2,6.1
6.2,6.0
6.2,5.9
6.2,5.9
6.2,5.9
5.9,6.0
5.6,6.1
5.7,6.1
5.7,5.9
5.7,5.8
6.0,5.8
6.2,5.7
6.1,5.9
6.0,5.9
5.9,5.8
5.9,5.8
5.9,5.8
6.0,5.7
6.1,5.4
6.1,5.4
5.9,5.3
5.8,5.3
5.8,5.4
5.7,5.6
5.9,5.5
5.9,5.3
5.8,5.3
5.8,5.6
5.8,6.3
5.7,7.3
5.4,8.0
5.4,8.8
5.3,9.4
5.3,9.9
5.4,10.2
5.6,10.4
5.5,10.7
5.3,10.9
5.3,11.0
5.6,11.2
6.3,11.0
7.3,10.8
8.0,10.3
8.8,9.7
9.4,9.2
9.9,8.6
10.2,8.2
10.4,7.9
10.7,7.7
10.9,7.3
11.0,6.9
11.2,6.4
11.0,6.1
10.8,5.8
10.3,5.4
9.7,5.1
9.2,4.6
8.6,4.3
8.2,4.1
7.9,4.1
7.7,4.2
7.3,4.3
6.9,4.6
6.4,4.7
6.1,4.8
5.8,4.7
5.4,4.7
5.1,4.6
4.6,4.4
4.3,4.2
4.1,4.0
4.1,3.8
4.2,3.7
4.3,3.6
4.6,3.7
4.7,4.1
4.8,4.5
4.7,4.9
4.7,5.4
4.6,5.8
4.4,6.0
4.2,6.1
4.0,6.2
3.8,6.3
3.7,6.1
3.6,5.9
3.7,5.7
4.1,5.7
4.5,5.7
4.9,5.7
5.4,5.6
5.8,5.5
6.0,5.4
6.1,5.5
6.2,5.6
6.3,5.6
6.1,5.5
5.9,5.4
5.7,5.4
5.7,5.6
5.7,5.9
5.7,6.2
5.6,6.3
5.5,6.4
5.4,6.4
5.5,6.4
5.6,6.3
5.6,6.2
5.5,6.1
5.4,6.0
5.4,5.8
5.6,5.7
5.9,5.6
6.2,5.5
6.3,5.5
6.4,5.5
6.4,5.5
6.4,5.4
6.3,5.3
6.2,5.3
6.1,5.3
6.0,5.5
5.8,5.7
5.7,5.7
5.6,5.8
5.5,6.1
5.5,6.6
5.5,6.8
5.5,6.6
5.4,6.4
5.3,6.1
5.3,5.9
5.3,5.8
5.5,5.8
5.7,5.8
5.7,5.9
5.8,6.2
6.1,6.4
6.6,6.7
6.8,6.9
6.6,7.3
6.4,7.2
6.1,6.7
5.9,6.4
5.8,6.1
5.8,5.8
5.8,5.5
5.9,5.4
6.2,5.6
6.4,5.8
6.7,6.2
6.9,6.4
7.3,6.4
7.2,7.1
6.7,7.3
6.4,7.5
6.1,7.7
5.8,7.7
5.5,8.0
5.4,7.9
5.6,8.2
5.8,8.5
6.2,7.3
6.4,7.8
6.4,8.2
7.1,8.5
7.3,8.8
7.5,8.6
7.7,7.9
7.7,7.8
8.0,7.6
7.9,7.5
8.2,7.3
8.5,7.3
7.3,7.1
7.8,7.0
8.2,6.8
8.5,6.7
8.8,6.6
8.6,7.0
7.9,7.2
7.8,7.3
7.6,7.2
7.5,6.9
7.3,6.4
7.3,5.8
7.1,5.8
7.0,5.9
6.8,5.8
6.7,6.1
6.6,6.1
7.0,5.8
7.2,5.7
7.3,5.6
7.2,5.7
6.9,5.7
6.4,5.7
5.8,5.4
5.8,5.3
5.9,5.0
5.8,4.8
6.1,4.7
6.1,4.4
5.8,4.5
5.7,4.6
5.6,4.8
5.7,4.6
5.7,4.9
5.7,4.7
5.4,4.8
5.3,4.9
5.0,5.2
4.8,5.2
4.7,5.2
4.4,5.3
4.5,5.4
4.6,5.5
4.8,5.6
4.6,5.6
4.9,5.6
4.7,5.6
4.8,5.6
4.9,5.7
5.2,5.6
5.2,5.7
5.2,5.7
5.3,5.8
5.4,5.9
5.5,6.2
5.6,6.4
5.6,5.8
5.6,5.8
5.6,5.9
5.6,5.4
5.7,4.4
5.6,4.7
5.7,4.7
5.7,4.8
5.8,5.4
5.9,4.5
6.2,4.3
6.4,4.4
5.8,4.6
5.8,4.5
5.9,4.4
5.4,4.8
4.4,5.6
4.7,6.0
4.7,6.2
4.8,6.2
5.4,6.3
4.5,6.5
4.3,6.0
4.4,5.5
4.6,6.2
4.5,6.3
4.4,6.5
4.8,6.4
5.6,5.8
6.0,5.8
6.2,5.7
6.2,5.1
6.3,5.7
6.5,5.8
6.0,5.9
5.5,5.9
6.2,5.7
6.3,5.4
6.5,5.2
6.4,5.2
5.8,5.3
5.8,5.1
5.7,4.9
5.1,4.9
5.7,5.2
5.8,5.8
5.9,5.8
5.9,5.9
5.7,6.0
5.4,6.1
5.2,6.1
5.2,5.9
5.3,5.7
5.1,5.4
4.9,5.3
4.9,5.2
5.2,5.2
5.8,5.1
5.8,5.2
5.9,5.6
6.0,5.6
6.1,5.6
6.1,5.5
5.9,5.7
5.7,5.5
5.4,5.3
5.3,5.1
5.2,5.1
5.2,5.3
5.1,5.5
5.2,5.3
5.6,5.4
5.6,5.4
5.6,5.2
5.5,5.2
5.7,5.0
5.5,4.7
5.3,4.8
5.1,5.1
5.1,5.4
5.3,6.2
5.5,6.9
5.3,7.5
5.4,8.0
5.4,8.5
5.2,8.9
5.2,8.9
5.0,9.2
4.7,9.2
4.8,9.3
5.1,9.1
5.4,8.9
6.2,8.7
6.9,8.3
7.5,7.8
8.0,7.2
8.5,6.8
8.9,6.4
8.9,6.2
9.2,5.9
9.2,5.8
9.3,5.7
9.1,5.7
8.9,5.6
8.7,5.6
8.3,5.5
7.8,5.5
7.2,5.4
6.8,5.5
6.4,5.4
6.2,5.4
5.9,5.4
5.8,5.4
5.7,5.6
5.7,5.6
5.6,5.6
5.6,5.4
5.5,5.3
5.5,5.4
5.4,5.3
5.5,5.1
5.4,4.9
5.4,4.8
5.4,4.7
5.4,4.6
5.6,4.5
5.6,4.4
5.6,4.3
5.4,4.2
5.3,4.2
5.4,4.3
5.3,4.3
5.1,4.5
4.9,4.8
4.8,5.0
4.7,5.4
4.6,6.0
4.5,6.5
4.4,7.1
4.3,7.6
4.2,8.0
4.2,8.2
4.3,8.4
4.3,8.5
4.5,8.5
4.8,8.5
5.0,8.6
5.4,8.7
6.0,8.7
6.5,8.9
7.1,9.0
7.6,9.1
8.0,9.2
8.2,9.4
8.4,9.5
8.5,9.7
8.5,9.8
8.5,9.8
8.6,9.7
